locus_tag	ftype	length_bp	gene	EC_number	COG	product
prokka_00432	CDS	996	per1_27	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00433	CDS	996	per1_28	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00434	CDS	999	per1_29	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00435	CDS	624		2.3.1.28		Chloramphenicol acetyltransferase
prokka_00436	CDS	669		2.3.1.28		Chloramphenicol acetyltransferase
prokka_00437	CDS	537	cat_1	2.3.1.28		Chloramphenicol acetyltransferase
prokka_00438	CDS	624		2.3.1.28		Chloramphenicol acetyltransferase
prokka_00439	CDS	537		2.3.1.28		Chloramphenicol acetyltransferase
prokka_00440	CDS	537	cat3_1	2.3.1.28		Chloramphenicol acetyltransferase 3
prokka_00441	CDS	624	cat_2	2.3.1.28		Chloramphenicol acetyltransferase
prokka_00442	CDS	321	cat_3	2.3.1.28		Chloramphenicol acetyltransferase
prokka_00443	CDS	624	cat_4	2.3.1.28		Chloramphenicol acetyltransferase
prokka_00444	CDS	624	cat_5	2.3.1.28		Chloramphenicol acetyltransferase
prokka_00445	CDS	222				hypothetical protein
prokka_00446	CDS	537		2.3.1.28		Chloramphenicol acetyltransferase
prokka_00447	CDS	753	rmtB_1	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00448	CDS	762	rmtB_2	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00449	CDS	738	rmtB_3	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00450	CDS	762	rmtB_4	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00451	CDS	780	rmtB_5	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00452	CDS	192	rmtB_6	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00453	CDS	753	rmtB_7	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00454	CDS	690				hypothetical protein
prokka_00455	CDS	753	rmtB_8	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00456	CDS	744	rmtB_9	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00457	CDS	834	sgm_1	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00458	CDS	528	rmtB_10	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00459	CDS	762	rmtB_11	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00460	CDS	753	rmtB_12	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00461	CDS	834	sgm_2	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00462	CDS	738	rmtB_13	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00463	CDS	819	Krm_1	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_00464	CDS	861	bla_3	3.5.2.6	COG2367	Beta-lactamase SHV-1
prokka_00465	CDS	729	bla_4	3.5.2.6	COG2367	Beta-lactamase SHV-1
prokka_00466	CDS	861	bla_5	3.5.2.6		Beta-lactamase TEM
prokka_00467	CDS	861	bla_6	3.5.2.6		Beta-lactamase TEM
prokka_00468	CDS	861	bla_7	3.5.2.6		Beta-lactamase TEM
prokka_00469	CDS	861	bla_8	3.5.2.6		Beta-lactamase TEM
prokka_00470	CDS	861	bla_9	3.5.2.6		Beta-lactamase TEM
prokka_00471	CDS	522	penPC_1	3.5.2.6		Beta-lactamase 1
prokka_00472	CDS	891	per1_30	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00473	CDS	861	penPC_2	3.5.2.6		Beta-lactamase 1
prokka_00474	CDS	891	per1_31	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00475	CDS	870	bla_10	3.5.2.6	COG2367	Beta-lactamase SHV-1
prokka_00476	CDS	855	penP_1	3.5.2.6	COG2367	Beta-lactamase
prokka_00477	CDS	807	pse4_1	3.5.2.6		Beta-lactamase PSE-4
prokka_00478	CDS	921	per1_32	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00479	CDS	807	pse4_2	3.5.2.6		Beta-lactamase PSE-4
prokka_00480	CDS	891	per1_33	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00481	CDS	855	penP_2	3.5.2.6	COG2367	Beta-lactamase
prokka_00482	CDS	525	per1_34	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00483	CDS	708	penP_3	3.5.2.6	COG2367	Beta-lactamase
prokka_00484	CDS	729	per1_35	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00485	CDS	957	per1_36	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00486	CDS	237				hypothetical protein
prokka_00487	CDS	807	pse4_3	3.5.2.6		Beta-lactamase PSE-4
prokka_00488	CDS	897	per1_37	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00489	CDS	390				hypothetical protein
prokka_00490	CDS	390		3.5.2.6		Beta-lactamase TEM-12
prokka_00491	CDS	1143	ampC_51	3.5.2.6		Beta-lactamase
prokka_00492	CDS	873	ampC_52	3.5.2.6	COG1680	Beta-lactamase
prokka_00493	CDS	1143	ampC_53	3.5.2.6		Beta-lactamase
prokka_00494	CDS	1143	ampC_54	3.5.2.6		Beta-lactamase
prokka_00495	CDS	852		3.5.2.6	COG2602	Beta-lactamase OXA-133
prokka_00496	CDS	858	bla_11	3.5.2.6		Beta-lactamase OXA-10
prokka_00497	CDS	879		3.5.2.6	COG2602	Beta-lactamase OXA-133
prokka_00498	CDS	1920	tet(32)_1			tetracycline resistance ribosomal protection protein Tet(32)
prokka_00499	CDS	1686	tet(W)_1			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00500	CDS	1920	tet(O)_1			tetracycline resistance ribosomal protection protein Tet(O)
prokka_00501	CDS	1365	tet(W)_2			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00502	CDS	1920	tet(32)_2			tetracycline resistance ribosomal protection protein Tet(32)
prokka_00503	CDS	1920	tet(W)_3			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00504	CDS	1920	tet(O)_2			tetracycline resistance ribosomal protection protein Tet(O)
prokka_00505	CDS	1920	tet(W)_4			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00506	CDS	1920	tet(M)_1			tetracycline resistance ribosomal protection protein Tet(M)
prokka_00507	CDS	1920	tet(32)_3			tetracycline resistance ribosomal protection protein Tet(32)
prokka_00508	CDS	1920	tet(W)_5			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00509	CDS	1920	tet(W)_6			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00510	CDS	1920	tet(32)_4			tetracycline resistance ribosomal protection protein Tet(32)
prokka_00511	CDS	1920	tet(O)_3			tetracycline resistance ribosomal protection protein Tet(O)
prokka_00512	CDS	1950	tet(32)_5			tetracycline resistance ribosomal protection protein Tet(32)
prokka_00513	CDS	1119	tetO_1			Tetracycline resistance protein TetO
prokka_00514	CDS	1926	tet(Q)_1			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00515	CDS	1791	tet(Q)_2			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00516	CDS	1926	tet(Q)_3			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00517	CDS	1926	tet(Q)_4			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00518	CDS	1926	tet(Q)_5			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00519	CDS	1926	tet(Q)_6			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00520	CDS	1926	tet(Q)_7			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00521	CDS	1926	tet(Q)_8			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00522	CDS	1926	tet(Q)_9			tetracycline resistance ribosomal protection protein Tet(Q)
prokka_00523	CDS	735				hypothetical protein
prokka_00524	CDS	876	bla_12	3.5.2.6		Beta-lactamase TEM
prokka_00525	CDS	231				hypothetical protein
prokka_00526	CDS	243				hypothetical protein
prokka_00527	CDS	969	norG_1		COG1167	HTH-type transcriptional regulator NorG
prokka_00528	CDS	210				hypothetical protein
prokka_00529	CDS	885	per1_38	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_00530	CDS	234				hypothetical protein
prokka_00531	CDS	450				hypothetical protein
prokka_00532	CDS	216				hypothetical protein
prokka_00533	CDS	801	ermD_1	2.1.1.-		rRNA adenine N-6-methyltransferase
prokka_00534	CDS	825	bla_13	3.5.2.6		Beta-lactamase OXA-10
prokka_00535	CDS	318				hypothetical protein
prokka_00536	CDS	1242				hypothetical protein
prokka_00537	CDS	339				hypothetical protein
prokka_00538	CDS	237				hypothetical protein
prokka_00539	CDS	1056	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_00540	CDS	1053	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_00541	CDS	1395	murF_1	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
prokka_00542	CDS	1056	ddl_3	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_00543	CDS	1059	ddl_4	6.3.2.4		D-alanine--D-alanine ligase
prokka_00544	CDS	705				hypothetical protein
prokka_00545	CDS	540	rpoB_1	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
prokka_00546	CDS	1059	ddl_5	6.3.2.4		D-alanine--D-alanine ligase
prokka_00547	CDS	531	hpf_1		COG1544	Ribosome hibernation promotion factor
prokka_00548	CDS	270				hypothetical protein
prokka_00549	CDS	849			COG1307	DegV domain-containing protein
prokka_00550	CDS	306				hypothetical protein
prokka_00551	CDS	1056	ddl_6	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_00552	CDS	699				hypothetical protein
prokka_00553	CDS	627				hypothetical protein
prokka_00554	CDS	1065	ddl_7	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_00555	CDS	1062	ddl_8	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_00556	CDS	1440	aacA-aphD_1			Bifunctional AAC/APH
prokka_00557	CDS	252				hypothetical protein
prokka_00558	CDS	663				hypothetical protein
prokka_00559	CDS	375				hypothetical protein
prokka_00560	CDS	1920	tet(O)_4			tetracycline resistance ribosomal protection protein Tet(O)
prokka_00561	CDS	1221				hypothetical protein
prokka_00562	CDS	129				hypothetical protein
prokka_00563	CDS	654				hypothetical protein
prokka_00564	CDS	594				hypothetical protein
prokka_00565	CDS	1920	tet(W)_7			tetracycline resistance ribosomal protection protein Tet(W)
prokka_00566	CDS	768	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
prokka_00567	CDS	180				hypothetical protein
prokka_00568	CDS	1920	tet(32)_6			tetracycline resistance ribosomal protection protein Tet(32)
prokka_00569	CDS	345				hypothetical protein
prokka_00570	CDS	834				hypothetical protein
prokka_00571	CDS	879				hypothetical protein
prokka_00572	CDS	480				hypothetical protein
prokka_00573	CDS	432				hypothetical protein
prokka_00574	CDS	318				hypothetical protein
prokka_00575	CDS	1794	slt_1	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
prokka_00576	CDS	297	trpR_1		COG2973	Trp operon repressor
prokka_00577	CDS	531	yjjX_1	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_00578	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
prokka_00579	CDS	870	rob_1		COG2207	Right origin-binding protein
prokka_00580	CDS	474				hypothetical protein
prokka_00581	CDS	690	creB_1		COG0745	Transcriptional regulatory protein CreB
prokka_00582	CDS	651	eamA_1		COG0697	putative amino-acid metabolite efflux pump
prokka_00583	CDS	219				hypothetical protein
prokka_00584	CDS	384	marA_1			Multiple antibiotic resistance protein MarA
prokka_00585	CDS	435	marR_1		COG1846	Multiple antibiotic resistance protein MarR
prokka_00586	CDS	666				hypothetical protein
prokka_00587	CDS	258	sotB_2		COG2814	Sugar efflux transporter
prokka_00588	CDS	324	soxS_1			Regulatory protein SoxS
prokka_00589	CDS	1590	pdeC_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_00590	CDS	396				IS3 family transposase ISEc48
prokka_00591	CDS	882				IS3 family transposase ISEc48
prokka_00592	CDS	339	tetD_1			Transposon Tn10 TetD protein
prokka_00593	CDS	645				IS256 family transposase IS1414
prokka_00594	CDS	363				IS256 family transposase IS1414
prokka_00595	CDS	219				IS256 family transposase ISSoEn2
prokka_00596	CDS	1167	ampC_55	3.5.2.6	COG1680	Beta-lactamase
prokka_00597	CDS	252	marA_2			Multiple antibiotic resistance protein MarA
prokka_00598	CDS	219				hypothetical protein
prokka_00599	CDS	429	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
prokka_00600	CDS	513				hypothetical protein
prokka_00601	CDS	567	efp_1		COG0231	Elongation factor P
prokka_00602	CDS	126				hypothetical protein
prokka_00603	CDS	147				hypothetical protein
prokka_00604	CDS	318	gdx_3		COG2076	Guanidinium exporter
prokka_00605	CDS	534	blc_1		COG3040	Outer membrane lipoprotein Blc
prokka_00606	CDS	1167	ampC_56	3.5.2.6	COG1680	Beta-lactamase
prokka_00607	CDS	360	frdD_1		COG3080	Fumarate reductase subunit D
prokka_00608	CDS	396	frdC_1		COG3029	Fumarate reductase subunit C
prokka_00609	CDS	735	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
prokka_00610	CDS	1809	frdA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
prokka_00611	CDS	360	efp_2		COG0231	Elongation factor P
prokka_00612	CDS	126				hypothetical protein
prokka_00613	CDS	147				hypothetical protein
prokka_00614	CDS	318	gdx_4		COG2076	Guanidinium exporter
prokka_00615	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
prokka_00616	CDS	1005	ampC_57	3.5.2.6	COG1680	Beta-lactamase
prokka_00617	CDS	360	frdD_2		COG3080	Fumarate reductase subunit D
prokka_00618	CDS	1167	ampC_58	3.5.2.6	COG1680	Beta-lactamase
prokka_00619	CDS	534	blc_3		COG3040	Outer membrane lipoprotein Blc
prokka_00620	CDS	318	gdx_5		COG2076	Guanidinium exporter
prokka_00621	CDS	147				hypothetical protein
prokka_00622	CDS	126				hypothetical protein
prokka_00623	CDS	567	efp_3		COG0231	Elongation factor P
prokka_00624	CDS	411				hypothetical protein
prokka_00625	CDS	537	bcr_1			Bicyclomycin resistance protein
prokka_00626	CDS	639	bcr_2			Bicyclomycin resistance protein
prokka_00627	CDS	651	eamA_2		COG0697	putative amino-acid metabolite efflux pump
prokka_00628	CDS	219				hypothetical protein
prokka_00629	CDS	384	marA_3			Multiple antibiotic resistance protein MarA
prokka_00630	CDS	435	marR_2		COG1846	Multiple antibiotic resistance protein MarR
prokka_00631	CDS	204	soxS_2			Regulatory protein SoxS
prokka_00632	CDS	435	pdeC_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_00633	CDS	99				hypothetical protein
prokka_00634	CDS	297	trpR_2		COG2973	Trp operon repressor
prokka_00635	CDS	522	yjjX_2	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_00636	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
prokka_00637	CDS	870	rob_2		COG2207	Right origin-binding protein
prokka_00638	CDS	1782	mdlB_1	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
prokka_00639	CDS	1773	yheI_1	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
prokka_00640	CDS	399	decR_1		COG1522	DNA-binding transcriptional activator DecR
prokka_00641	CDS	435	marR_3		COG1846	Multiple antibiotic resistance protein MarR
prokka_00642	CDS	384	marA_4			Multiple antibiotic resistance protein MarA
prokka_00643	CDS	219				hypothetical protein
prokka_00644	CDS	723	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
prokka_00645	CDS	435	marR_4		COG1846	Multiple antibiotic resistance protein MarR
prokka_00646	CDS	384	marA_5			Multiple antibiotic resistance protein MarA
prokka_00647	CDS	900	eamA_3		COG0697	putative amino-acid metabolite efflux pump
prokka_00648	CDS	234				hypothetical protein
prokka_00649	CDS	363	ssb_1		COG0629	Single-stranded DNA-binding protein
prokka_00650	CDS	282				hypothetical protein
prokka_00651	CDS	1587	pdeC_3	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_00652	CDS	324	soxS_3			Regulatory protein SoxS
prokka_00653	CDS	324	soxS_4			Regulatory protein SoxS
prokka_00654	CDS	435	pdeC_4	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_00655	CDS	294				hypothetical protein
prokka_00656	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
prokka_00657	CDS	495	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
prokka_00658	CDS	1134	ampC_59	3.5.2.6	COG1680	Beta-lactamase
prokka_00659	CDS	534	blc_4		COG3040	Outer membrane lipoprotein Blc
prokka_00660	CDS	318	gdx_6		COG2076	Guanidinium exporter
prokka_00661	CDS	147				hypothetical protein
prokka_00662	CDS	234				hypothetical protein
prokka_00663	CDS	900	eamA_4		COG0697	putative amino-acid metabolite efflux pump
prokka_00664	CDS	219				hypothetical protein
prokka_00665	CDS	384	marA_6			Multiple antibiotic resistance protein MarA
prokka_00666	CDS	435	marR_5		COG1846	Multiple antibiotic resistance protein MarR
prokka_00667	CDS	384	soxS_5			Regulatory protein SoxS
prokka_00668	CDS	882				IS3 family transposase ISEc48
prokka_00669	CDS	396				IS3 family transposase ISEcl1
prokka_00670	CDS	324	soxS_6			Regulatory protein SoxS
prokka_00671	CDS	642	pdeC_5	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_00672	CDS	870	rob_3		COG2207	Right origin-binding protein
prokka_00673	CDS	648	pspB_3	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
prokka_00674	CDS	522	yjjX_3	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_00675	CDS	204	trpR_3		COG2973	Trp operon repressor
prokka_00676	CDS	1209	ybjJ_1			Inner membrane protein YbjJ
prokka_00677	CDS	816	ybjI_1	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
prokka_00678	CDS	279				hypothetical protein
prokka_00679	CDS	1233	mdfA_1			Multidrug transporter MdfA
prokka_00680	CDS	597	ybjG_1	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
prokka_00681	CDS	759	deoR_1		COG1349	Deoxyribose operon repressor
prokka_00682	CDS	372	dacC_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
prokka_00683	CDS	1167	ampC_60	3.5.2.6	COG1680	Beta-lactamase
prokka_00684	CDS	534	blc_5		COG3040	Outer membrane lipoprotein Blc
prokka_00685	CDS	318	gdx_7		COG2076	Guanidinium exporter
prokka_00686	CDS	147				hypothetical protein
prokka_00687	CDS	126				hypothetical protein
prokka_00688	CDS	1239	frdA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
prokka_00689	CDS	735	frdB_2	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
prokka_00690	CDS	396	frdC_2		COG3029	Fumarate reductase subunit C
prokka_00691	CDS	360	frdD_3		COG3080	Fumarate reductase subunit D
prokka_00692	CDS	1167	ampC_61	3.5.2.6	COG1680	Beta-lactamase
prokka_00693	CDS	534	blc_6		COG3040	Outer membrane lipoprotein Blc
prokka_00694	CDS	318	gdx_8		COG2076	Guanidinium exporter
prokka_00695	CDS	147				hypothetical protein
prokka_00696	CDS	126				hypothetical protein
prokka_00697	CDS	567	efp_4		COG0231	Elongation factor P
prokka_00698	CDS	360	efp_5		COG0231	Elongation factor P
prokka_00699	CDS	126				hypothetical protein
prokka_00700	CDS	147				hypothetical protein
prokka_00701	CDS	318	gdx_9		COG2076	Guanidinium exporter
prokka_00702	CDS	534	blc_7		COG3040	Outer membrane lipoprotein Blc
prokka_00703	CDS	1167	ampC_62	3.5.2.6	COG1680	Beta-lactamase
prokka_00704	CDS	294	frdD_4		COG3080	Fumarate reductase subunit D
prokka_00705	CDS	513				hypothetical protein
prokka_00706	CDS	567	efp_6		COG0231	Elongation factor P
prokka_00707	CDS	126				hypothetical protein
prokka_00708	CDS	147				hypothetical protein
prokka_00709	CDS	318	gdx_10		COG2076	Guanidinium exporter
prokka_00710	CDS	534	blc_8		COG3040	Outer membrane lipoprotein Blc
prokka_00711	CDS	270	ampC_63	3.5.2.6	COG1680	Beta-lactamase
prokka_00712	CDS	924	ampC_64	3.5.2.6	COG1680	Beta-lactamase
prokka_00713	CDS	360	frdD_5		COG3080	Fumarate reductase subunit D
prokka_00714	CDS	747	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
prokka_00715	CDS	825	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
prokka_00716	CDS	126				hypothetical protein
prokka_00717	CDS	147				hypothetical protein
prokka_00718	CDS	318	gdx_11		COG2076	Guanidinium exporter
prokka_00719	CDS	534	blc_9		COG3040	Outer membrane lipoprotein Blc
prokka_00720	CDS	270	ampC_65	3.5.2.6	COG1680	Beta-lactamase
prokka_00721	CDS	924	ampC_66	3.5.2.6	COG1680	Beta-lactamase
prokka_00722	CDS	360	frdD_6		COG3080	Fumarate reductase subunit D
prokka_00723	CDS	183	slt_2	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
prokka_00724	CDS	297	trpR_4		COG2973	Trp operon repressor
prokka_00725	CDS	522	yjjX_4	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_00726	CDS	648	pspB_4	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
prokka_00727	CDS	870	rob_4		COG2207	Right origin-binding protein
prokka_00728	CDS	195				hypothetical protein
prokka_00729	CDS	435	pdeC_6	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_00730	CDS	780	eamA_5		COG0697	putative amino-acid metabolite efflux pump
prokka_00731	CDS	219				hypothetical protein
prokka_00732	CDS	384	marA_7			Multiple antibiotic resistance protein MarA
